name,url,type_,image_url,image_path,effects,interactions
White Pony,https://bindingofisaacrebirth.fandom.com//wiki/White_Pony,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/d/de/Collectible_White_Pony_icon.png/revision/latest/scale-to-width-down/48?cb=20210821055052,data/images/White Pony.png,,
Sacred Heart,https://bindingofisaacrebirth.fandom.com//wiki/Sacred_Heart,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/46/Collectible_Sacred_Heart_icon.png/revision/latest/scale-to-width-down/48?cb=20210821060727,data/images/Sacred Heart.png,,
Toothpicks,https://bindingofisaacrebirth.fandom.com//wiki/Toothpicks,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/58/Collectible_Toothpicks_icon.png/revision/latest/scale-to-width-down/48?cb=20210821053014,data/images/Toothpicks.png,,
Holy Grail,https://bindingofisaacrebirth.fandom.com//wiki/Holy_Grail,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/8b/Collectible_Holy_Grail_icon.png/revision/latest/scale-to-width-down/48?cb=20210821054304,data/images/Holy Grail.png,,
Dead Dove,https://bindingofisaacrebirth.fandom.com//wiki/Dead_Dove,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/7b/Collectible_Dead_Dove_icon.png/revision/latest/scale-to-width-down/48?cb=20210821061948,data/images/Dead Dove.png,,
Blood Rights,https://bindingofisaacrebirth.fandom.com//wiki/Blood_Rights,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/b/b8/Collectible_Blood_Rights_icon.png/revision/latest/scale-to-width-down/48?cb=20210821040536,data/images/Blood Rights.png,,
Guppy's Hair Ball,https://bindingofisaacrebirth.fandom.com//wiki/Guppy%27s_Hair_Ball,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/96/Collectible_Guppy%27s_Hair_Ball_icon.png/revision/latest/scale-to-width-down/48?cb=20210821074913,data/images/Guppy's Hair Ball.png,,
Abel,https://bindingofisaacrebirth.fandom.com//wiki/Abel,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/91/Collectible_Abel_icon.png/revision/latest/scale-to-width-down/48?cb=20210821083135,data/images/Abel.png,,
SMB Super Fan,https://bindingofisaacrebirth.fandom.com//wiki/SMB_Super_Fan,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/77/Collectible_SMB_Super_Fan_icon.png/revision/latest/scale-to-width-down/48?cb=20210821083915,data/images/SMB Super Fan.png,,
Pyro,https://bindingofisaacrebirth.fandom.com//wiki/Pyro,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/5a/Collectible_Pyro_icon.png/revision/latest/scale-to-width-down/48?cb=20210821054510,data/images/Pyro.png,,
3 Dollar Bill,https://bindingofisaacrebirth.fandom.com//wiki/3_Dollar_Bill,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/51/Collectible_3_Dollar_Bill_icon.png/revision/latest/scale-to-width-down/48?cb=20210821060758,data/images/3 Dollar Bill.png,,
Telepathy for Dummies,https://bindingofisaacrebirth.fandom.com//wiki/Telepathy_for_Dummies,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/2e/Collectible_Telepathy_for_Dummies_icon.png/revision/latest/scale-to-width-down/48?cb=20210821043813,data/images/Telepathy for Dummies.png,,
MEAT!,https://bindingofisaacrebirth.fandom.com//wiki/MEAT!,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/1/1d/Collectible_MEAT%21_icon.png/revision/latest/scale-to-width-down/48?cb=20210821074041,data/images/MEAT!.png,,
Magic 8 Ball,https://bindingofisaacrebirth.fandom.com//wiki/Magic_8_Ball,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/1/1d/Collectible_Magic_8_Ball_icon.png/revision/latest/scale-to-width-down/48?cb=20210821074144,data/images/Magic 8 Ball.png,,
Mom's Coin Purse,https://bindingofisaacrebirth.fandom.com//wiki/Mom%27s_Coin_Purse,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/c3/Collectible_Mom%27s_Coin_Purse_icon.png/revision/latest/scale-to-width-down/48?cb=20210821052107,data/images/Mom's Coin Purse.png,,
Squeezy,https://bindingofisaacrebirth.fandom.com//wiki/Squeezy,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/0/05/Collectible_Squeezy_icon.png/revision/latest/scale-to-width-down/48?cb=20210821050946,data/images/Squeezy.png,,
Jesus Juice,https://bindingofisaacrebirth.fandom.com//wiki/Jesus_Juice,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/6/60/Collectible_Jesus_Juice_icon.png/revision/latest/scale-to-width-down/48?cb=20210821035619,data/images/Jesus Juice.png,,
Box,https://bindingofisaacrebirth.fandom.com//wiki/Box,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/b/b0/Collectible_Box_icon.png/revision/latest/scale-to-width-down/48?cb=20210821035036,data/images/Box.png,,
Mom's Key,https://bindingofisaacrebirth.fandom.com//wiki/Mom%27s_Key,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/1/1e/Collectible_Mom%27s_Key_icon.png/revision/latest/scale-to-width-down/48?cb=20210821061655,data/images/Mom's Key.png,,
Mom's Eyeshadow,https://bindingofisaacrebirth.fandom.com//wiki/Mom%27s_Eyeshadow,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/a/a9/Collectible_Mom%27s_Eyeshadow_icon.png/revision/latest/scale-to-width-down/48?cb=20210821054130,data/images/Mom's Eyeshadow.png,,
Iron Bar,https://bindingofisaacrebirth.fandom.com//wiki/Iron_Bar,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/d/d0/Collectible_Iron_Bar_icon.png/revision/latest/scale-to-width-down/48?cb=20210821053930,data/images/Iron Bar.png,,
Midas' Touch,https://bindingofisaacrebirth.fandom.com//wiki/Midas%27_Touch,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/f8/Collectible_Midas%27_Touch_icon.png/revision/latest/scale-to-width-down/48?cb=20210821033540,data/images/Midas' Touch.png,,
Humbling Bundle,https://bindingofisaacrebirth.fandom.com//wiki/Humbling_Bundle,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/b/b2/Collectible_Humbling_Bundle_icon.png/revision/latest/scale-to-width-down/48?cb=20210821055422,data/images/Humbling Bundle.png,,
Fanny Pack,https://bindingofisaacrebirth.fandom.com//wiki/Fanny_Pack,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/9e/Collectible_Fanny_Pack_icon.png/revision/latest/scale-to-width-down/48?cb=20210821045929,data/images/Fanny Pack.png,,
Sharp Plug,https://bindingofisaacrebirth.fandom.com//wiki/Sharp_Plug,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/f1/Collectible_Sharp_Plug_icon.png/revision/latest/scale-to-width-down/48?cb=20210821054232,data/images/Sharp Plug.png,,
Guillotine,https://bindingofisaacrebirth.fandom.com//wiki/Guillotine,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/7c/Collectible_Guillotine_icon.png/revision/latest/scale-to-width-down/48?cb=20210821082028,data/images/Guillotine.png,,
Ball of Bandages,https://bindingofisaacrebirth.fandom.com//wiki/Ball_of_Bandages,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/f4/Collectible_Ball_of_Bandages_icon.png/revision/latest/scale-to-width-down/48?cb=20210821051450,data/images/Ball of Bandages.png,,
Champion Belt,https://bindingofisaacrebirth.fandom.com//wiki/Champion_Belt,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/9f/Collectible_Champion_Belt_icon.png/revision/latest/scale-to-width-down/48?cb=20210821074112,data/images/Champion Belt.png,,
Butt Bombs,https://bindingofisaacrebirth.fandom.com//wiki/Butt_Bombs,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/e0/Collectible_Butt_Bombs_icon.png/revision/latest/scale-to-width-down/48?cb=20210821081622,data/images/Butt Bombs.png,,
Gnawed Leaf,https://bindingofisaacrebirth.fandom.com//wiki/Gnawed_Leaf,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/c9/Collectible_Gnawed_Leaf_icon.png/revision/latest/scale-to-width-down/48?cb=20210821042226,data/images/Gnawed Leaf.png,,
Spiderbaby,https://bindingofisaacrebirth.fandom.com//wiki/Spiderbaby,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/d/d0/Collectible_Spiderbaby_icon.png/revision/latest/scale-to-width-down/48?cb=20210821083943,data/images/Spiderbaby.png,,
Guppy's Collar,https://bindingofisaacrebirth.fandom.com//wiki/Guppy%27s_Collar,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/4d/Collectible_Guppy%27s_Collar_icon.png/revision/latest/scale-to-width-down/48?cb=20210821051314,data/images/Guppy's Collar.png,,
Lost Contact,https://bindingofisaacrebirth.fandom.com//wiki/Lost_Contact,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/ce/Collectible_Lost_Contact_icon.png/revision/latest/scale-to-width-down/48?cb=20210821054642,data/images/Lost Contact.png,,
Anemic,https://bindingofisaacrebirth.fandom.com//wiki/Anemic,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/24/Collectible_Anemic_icon.png/revision/latest/scale-to-width-down/48?cb=20210821041649,data/images/Anemic.png,,
Goat Head,https://bindingofisaacrebirth.fandom.com//wiki/Goat_Head,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/48/Collectible_Goat_Head_icon.png/revision/latest/scale-to-width-down/48?cb=20210821045322,data/images/Goat Head.png,,
Ceremonial Robes,https://bindingofisaacrebirth.fandom.com//wiki/Ceremonial_Robes,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/ee/Collectible_Ceremonial_Robes_icon.png/revision/latest/scale-to-width-down/48?cb=20210821035547,data/images/Ceremonial Robes.png,,
Mom's Wig,https://bindingofisaacrebirth.fandom.com//wiki/Mom%27s_Wig,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/43/Collectible_Mom%27s_Wig_icon.png/revision/latest/scale-to-width-down/48?cb=20210821045247,data/images/Mom's Wig.png,,
Placenta,https://bindingofisaacrebirth.fandom.com//wiki/Placenta,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/57/Collectible_Placenta_icon.png/revision/latest/scale-to-width-down/48?cb=20210821035819,data/images/Placenta.png,,
Old Bandage,https://bindingofisaacrebirth.fandom.com//wiki/Old_Bandage,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/fc/Collectible_Old_Bandage_icon.png/revision/latest/scale-to-width-down/48?cb=20210821034725,data/images/Old Bandage.png,,
Sad Bombs,https://bindingofisaacrebirth.fandom.com//wiki/Sad_Bombs,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/47/Collectible_Sad_Bombs_icon.png/revision/latest/scale-to-width-down/48?cb=20210821055914,data/images/Sad Bombs.png,,
Rubber Cement,https://bindingofisaacrebirth.fandom.com//wiki/Rubber_Cement,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/c8/Collectible_Rubber_Cement_icon.png/revision/latest/scale-to-width-down/48?cb=20210821052541,data/images/Rubber Cement.png,,
Anti-Gravity,https://bindingofisaacrebirth.fandom.com//wiki/Anti-Gravity,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/c8/Collectible_Anti-Gravity_icon.png/revision/latest/scale-to-width-down/48?cb=20210821053200,data/images/Anti-Gravity.png,,
Pyromaniac,https://bindingofisaacrebirth.fandom.com//wiki/Pyromaniac,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/ed/Collectible_Pyromaniac_icon.png/revision/latest/scale-to-width-down/48?cb=20210821060017,data/images/Pyromaniac.png,,
Cricket's Body,https://bindingofisaacrebirth.fandom.com//wiki/Cricket%27s_Body,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/20/Collectible_Cricket%27s_Body_icon.png/revision/latest/scale-to-width-down/48?cb=20210821083236,data/images/Cricket's Body.png,,
Gimpy,https://bindingofisaacrebirth.fandom.com//wiki/Gimpy,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/d/d7/Collectible_Gimpy_icon.png/revision/latest/scale-to-width-down/48?cb=20210821054815,data/images/Gimpy.png,,
Black Lotus,https://bindingofisaacrebirth.fandom.com//wiki/Black_Lotus,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/1/18/Collectible_Black_Lotus_icon.png/revision/latest/scale-to-width-down/48?cb=20210821051652,data/images/Black Lotus.png,,
Piggy Bank,https://bindingofisaacrebirth.fandom.com//wiki/Piggy_Bank,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/a/ae/Collectible_Piggy_Bank_icon.png/revision/latest/scale-to-width-down/48?cb=20210821043022,data/images/Piggy Bank.png,,
Mom's Perfume,https://bindingofisaacrebirth.fandom.com//wiki/Mom%27s_Perfume,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/40/Collectible_Mom%27s_Perfume_icon.png/revision/latest/scale-to-width-down/48?cb=20210821035737,data/images/Mom's Perfume.png,,
Monstro's Lung,https://bindingofisaacrebirth.fandom.com//wiki/Monstro%27s_Lung,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/0/01/Collectible_Monstro%27s_Lung_icon.png/revision/latest/scale-to-width-down/48?cb=20210821042303,data/images/Monstro's Lung.png,,
Abaddon,https://bindingofisaacrebirth.fandom.com//wiki/Abaddon,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/f6/Collectible_Abaddon_icon.png/revision/latest/scale-to-width-down/48?cb=20210821081514,data/images/Abaddon.png,,
Ball of Tar,https://bindingofisaacrebirth.fandom.com//wiki/Ball_of_Tar,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/3/3d/Collectible_Ball_of_Tar_icon.png/revision/latest/scale-to-width-down/48?cb=20210821051520,data/images/Ball of Tar.png,,
Stop Watch,https://bindingofisaacrebirth.fandom.com//wiki/Stop_Watch,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/e5/Collectible_Stop_Watch_icon.png/revision/latest/scale-to-width-down/48?cb=20210821084012,data/images/Stop Watch.png,,
Tiny Planet,https://bindingofisaacrebirth.fandom.com//wiki/Tiny_Planet,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/20/Collectible_Tiny_Planet_icon.png/revision/latest/scale-to-width-down/48?cb=20210821052753,data/images/Tiny Planet.png,,
Infestation 2,https://bindingofisaacrebirth.fandom.com//wiki/Infestation_2,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/ec/Collectible_Infestation_2_icon.png/revision/latest/scale-to-width-down/48?cb=20210821074602,data/images/Infestation 2.png,,
E. Coli,https://bindingofisaacrebirth.fandom.com//wiki/E._Coli,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/99/Collectible_E._Coli_icon.png/revision/latest/scale-to-width-down/48?cb=20210821033508,data/images/E. Coli.png,,
Death's Touch,https://bindingofisaacrebirth.fandom.com//wiki/Death%27s_Touch,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/47/Collectible_Death%27s_Touch_icon.png/revision/latest/scale-to-width-down/48?cb=20210821060309,data/images/Death's Touch.png,,
Key Piece 1,https://bindingofisaacrebirth.fandom.com//wiki/Key_Piece_1,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/89/Collectible_Key_Piece_1_icon.png/revision/latest/scale-to-width-down/48?cb=20210821075212,data/images/Key Piece 1.png,,
Key Piece 2,https://bindingofisaacrebirth.fandom.com//wiki/Key_Piece_2,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/55/Collectible_Key_Piece_2_icon.png/revision/latest/scale-to-width-down/48?cb=20210821075140,data/images/Key Piece 2.png,,
Experimental Treatment,https://bindingofisaacrebirth.fandom.com//wiki/Experimental_Treatment,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/d/de/Collectible_Experimental_Treatment_icon.png/revision/latest/scale-to-width-down/48?cb=20210821083300,data/images/Experimental Treatment.png,,
Contract From Below,https://bindingofisaacrebirth.fandom.com//wiki/Contract_From_Below,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/7f/Collectible_Contract_From_Below_icon.png/revision/latest/scale-to-width-down/48?cb=20210821050351,data/images/Contract From Below.png,,
Infamy,https://bindingofisaacrebirth.fandom.com//wiki/Infamy,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/b/b9/Collectible_Infamy_icon.png/revision/latest/scale-to-width-down/48?cb=20210821051933,data/images/Infamy.png,,
Trinity Shield,https://bindingofisaacrebirth.fandom.com//wiki/Trinity_Shield,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/4a/Collectible_Trinity_Shield_icon.png/revision/latest/scale-to-width-down/48?cb=20210821074348,data/images/Trinity Shield.png,,
Tech.5,https://bindingofisaacrebirth.fandom.com//wiki/Tech.5,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/8e/Collectible_Tech.5_icon.png/revision/latest/scale-to-width-down/48?cb=20210821073914,data/images/Tech.5.png,,
20_20,https://bindingofisaacrebirth.fandom.com//wiki/20/20,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/e1/Collectible_20_20_icon.png/revision/latest/scale-to-width-down/48?cb=20210822040958,data/images/20_20.png,,
Blue Map,https://bindingofisaacrebirth.fandom.com//wiki/Blue_Map,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/6/6b/Collectible_Blue_Map_icon.png/revision/latest/scale-to-width-down/48?cb=20210821055639,data/images/Blue Map.png,,
BFFS!,https://bindingofisaacrebirth.fandom.com//wiki/BFFS!,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/91/Collectible_BFFS%21_icon.png/revision/latest/scale-to-width-down/48?cb=20210821060136,data/images/BFFS!.png,,
Hive Mind,https://bindingofisaacrebirth.fandom.com//wiki/Hive_Mind,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/b/bf/Collectible_Hive_Mind_icon.png/revision/latest/scale-to-width-down/48?cb=20210821052942,data/images/Hive Mind.png,,
There's Options,https://bindingofisaacrebirth.fandom.com//wiki/There%27s_Options,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/89/Collectible_There%27s_Options_icon.png/revision/latest/scale-to-width-down/48?cb=20210821050424,data/images/There's Options.png,,
Bogo Bombs,https://bindingofisaacrebirth.fandom.com//wiki/Bogo_Bombs,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/e7/Collectible_Bogo_Bombs_icon.png/revision/latest/scale-to-width-down/48?cb=20210821052444,data/images/Bogo Bombs.png,,
Starter Deck,https://bindingofisaacrebirth.fandom.com//wiki/Starter_Deck,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/1/11/Collectible_Starter_Deck_icon.png/revision/latest/scale-to-width-down/48?cb=20210821080726,data/images/Starter Deck.png,,
Little Baggy,https://bindingofisaacrebirth.fandom.com//wiki/Little_Baggy,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/ea/Collectible_Little_Baggy_icon.png/revision/latest/scale-to-width-down/48?cb=20210821075503,data/images/Little Baggy.png,,
Magic Scab,https://bindingofisaacrebirth.fandom.com//wiki/Magic_Scab,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/79/Collectible_Magic_Scab_icon.png/revision/latest/scale-to-width-down/48?cb=20210821035135,data/images/Magic Scab.png,,
Blood Clot,https://bindingofisaacrebirth.fandom.com//wiki/Blood_Clot,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/42/Collectible_Blood_Clot_icon.png/revision/latest/scale-to-width-down/48?cb=20210821060941,data/images/Blood Clot.png,,
Screw,https://bindingofisaacrebirth.fandom.com//wiki/Screw,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/95/Collectible_Screw_icon.png/revision/latest/scale-to-width-down/48?cb=20210821035901,data/images/Screw.png,,
Hot Bombs,https://bindingofisaacrebirth.fandom.com//wiki/Hot_Bombs,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/49/Collectible_Hot_Bombs_icon.png/revision/latest/scale-to-width-down/48?cb=20210821060529,data/images/Hot Bombs.png,,
Fire Mind,https://bindingofisaacrebirth.fandom.com//wiki/Fire_Mind,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/f9/Collectible_Fire_Mind_icon.png/revision/latest/scale-to-width-down/48?cb=20210821051214,data/images/Fire Mind.png,,
Missing No.,https://bindingofisaacrebirth.fandom.com//wiki/Missing_No.,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/c2/Collectible_Missing_No._icon.png/revision/latest/scale-to-width-down/48?cb=20210821084110,data/images/Missing No..png,,
Dark Matter,https://bindingofisaacrebirth.fandom.com//wiki/Dark_Matter,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/d/d5/Collectible_Dark_Matter_icon.png/revision/latest/scale-to-width-down/48?cb=20210821051113,data/images/Dark Matter.png,,
Black Candle,https://bindingofisaacrebirth.fandom.com//wiki/Black_Candle,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/47/Collectible_Black_Candle_icon.png/revision/latest/scale-to-width-down/48?cb=20210821053302,data/images/Black Candle.png,,
Proptosis,https://bindingofisaacrebirth.fandom.com//wiki/Proptosis,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/1/12/Collectible_Proptosis_icon.png/revision/latest/scale-to-width-down/48?cb=20210821042412,data/images/Proptosis.png,,
Missing Page 2,https://bindingofisaacrebirth.fandom.com//wiki/Missing_Page_2,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/95/Collectible_Missing_Page_2_icon.png/revision/latest/scale-to-width-down/48?cb=20210821054713,data/images/Missing Page 2.png,,
Clear Rune,https://bindingofisaacrebirth.fandom.com//wiki/Clear_Rune,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/82/Collectible_Clear_Rune_icon.png/revision/latest/scale-to-width-down/48?cb=20210824102506,data/images/Clear Rune.png,,
Smart Fly,https://bindingofisaacrebirth.fandom.com//wiki/Smart_Fly,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/6/67/Collectible_Smart_Fly_icon.png/revision/latest/scale-to-width-down/48?cb=20210821080529,data/images/Smart Fly.png,,
Dry Baby,https://bindingofisaacrebirth.fandom.com//wiki/Dry_Baby,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/7e/Collectible_Dry_Baby_icon.png/revision/latest/scale-to-width-down/48?cb=20210821052135,data/images/Dry Baby.png,,
Juicy Sack,https://bindingofisaacrebirth.fandom.com//wiki/Juicy_Sack,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/c8/Collectible_Juicy_Sack_icon.png/revision/latest/scale-to-width-down/48?cb=20210821042055,data/images/Juicy Sack.png,,
Robo-Baby 2.0,https://bindingofisaacrebirth.fandom.com//wiki/Robo-Baby_2.0,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/b/b0/Collectible_Robo-Baby_2.0_icon.png/revision/latest/scale-to-width-down/48?cb=20210821083745,data/images/Robo-Baby 2.0.png,,
Rotten Baby,https://bindingofisaacrebirth.fandom.com//wiki/Rotten_Baby,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/2a/Collectible_Rotten_Baby_icon.png/revision/latest/scale-to-width-down/48?cb=20210821035239,data/images/Rotten Baby.png,,
Headless Baby,https://bindingofisaacrebirth.fandom.com//wiki/Headless_Baby,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/f7/Collectible_Headless_Baby_icon.png/revision/latest/scale-to-width-down/48?cb=20210821052633,data/images/Headless Baby.png,,
Leech,https://bindingofisaacrebirth.fandom.com//wiki/Leech,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/57/Collectible_Leech_icon.png/revision/latest/scale-to-width-down/48?cb=20210821061011,data/images/Leech.png,,
Mystery Sack,https://bindingofisaacrebirth.fandom.com//wiki/Mystery_Sack,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/ce/Collectible_Mystery_Sack_icon.png/revision/latest/scale-to-width-down/48?cb=20210821083717,data/images/Mystery Sack.png,,
BBF,https://bindingofisaacrebirth.fandom.com//wiki/BBF,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/81/Collectible_BBF_icon.png/revision/latest/scale-to-width-down/48?cb=20210821073819,data/images/BBF.png,,
Bob's Brain,https://bindingofisaacrebirth.fandom.com//wiki/Bob%27s_Brain,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/94/Collectible_Bob%27s_Brain_icon.png/revision/latest/scale-to-width-down/48?cb=20210821060558,data/images/Bob's Brain.png,,
Best Bud,https://bindingofisaacrebirth.fandom.com//wiki/Best_Bud,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/28/Collectible_Best_Bud_icon.png/revision/latest/scale-to-width-down/48?cb=20210821052034,data/images/Best Bud.png,,
Lil Brimstone,https://bindingofisaacrebirth.fandom.com//wiki/Lil_Brimstone,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/9a/Collectible_Lil_Brimstone_icon.png/revision/latest/scale-to-width-down/48?cb=20210821052310,data/images/Lil Brimstone.png,,
Isaac's Heart,https://bindingofisaacrebirth.fandom.com//wiki/Isaac%27s_Heart,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/4b/Collectible_Isaac%27s_Heart_icon.png/revision/latest/scale-to-width-down/48?cb=20210821080756,data/images/Isaac's Heart.png,,
Lil Haunt,https://bindingofisaacrebirth.fandom.com//wiki/Lil_Haunt,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/f4/Collectible_Lil_Haunt_icon.png/revision/latest/scale-to-width-down/48?cb=20210821080559,data/images/Lil Haunt.png,,
Dark Bum,https://bindingofisaacrebirth.fandom.com//wiki/Dark_Bum,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/c8/Collectible_Dark_Bum_icon.png/revision/latest/scale-to-width-down/48?cb=20210821051041,data/images/Dark Bum.png,,
Big Fan,https://bindingofisaacrebirth.fandom.com//wiki/Big_Fan,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/b/b9/Collectible_Big_Fan_icon.png/revision/latest/scale-to-width-down/48?cb=20210821051549,data/images/Big Fan.png,,
Sissy Longlegs,https://bindingofisaacrebirth.fandom.com//wiki/Sissy_Longlegs,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/e6/Collectible_Sissy_Longlegs_icon.png/revision/latest/scale-to-width-down/48?cb=20210821055752,data/images/Sissy Longlegs.png,,
Punching Bag,https://bindingofisaacrebirth.fandom.com//wiki/Punching_Bag,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/fb/Collectible_Punching_Bag_icon.png/revision/latest/scale-to-width-down/48?cb=20210821043259,data/images/Punching Bag.png,,
How to Jump,https://bindingofisaacrebirth.fandom.com//wiki/How_to_Jump,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/d/d1/Collectible_How_to_Jump_icon.png/revision/latest/scale-to-width-down/48?cb=20210821053232,data/images/How to Jump.png,,
